Market,TrainRows,TrainStart,TrainEnd,HalfLifeDays,MinRawWeight,WeightMin,WeightP25,WeightMedian,WeightP75,WeightMax,WeightMean,RecentToOldestRatio
Total Gols 2.5,8110,2019-10-20,2024-06-02,540.0,0.2,0.46105990639421907,0.4784517482176375,0.7973471189189469,1.3687613061565735,2.3052995319710954,0.9999999999999998,5.0
