Market,EdgeThreshold,MinModelProb,MaxOdd,HasMaxOdd,TuneStart,TuneEnd,EvalStart,EvalEnd,Qualified,TuneBets,TuneTotalStaked,TuneTotalProfit,TuneROI,TuneHitRate,TuneAvgEdge,TuneAvgModelProb,TuneAvgOdd,EvalBets,EvalTotalStaked,EvalTotalProfit,EvalROI,EvalHitRate,EvalAvgEdge,EvalAvgModelProb,EvalAvgOdd
Over 2.5,0.0,0.6,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,880.0,8800.0,-190.79999999999984,-0.021681818181818163,0.6204545454545455,0.056911116984932356,0.6565178307316452,1.5867386363636364,584.0,5840.0,179.20000000000016,0.030684931506849342,0.6541095890410958,0.05615709890599297,0.6548519454101401,1.58888698630137
Over 2.5,0.0,0.625,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,423.0,4230.0,-30.699999999999932,-0.007257683215130008,0.6690307328605201,0.0461398293224205,0.6836461059868536,1.4869267139479907,260.0,2600.0,156.80000000000007,0.06030769230769233,0.7153846153846154,0.04594237031084143,0.6845929487089745,1.4857307692307693
Over 2.5,0.0,0.625,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,555.0,5550.0,-161.69999999999987,-0.02913513513513511,0.6396396396396397,0.05490543698172861,0.6767087771253927,1.5265765765765764,370.0,3700.0,343.20000000000005,0.09275675675675676,0.7135135135135136,0.056258416908387114,0.6751784615366581,1.53527027027027
Over 2.5,0.0,0.625,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,619.0,6190.0,-160.29999999999993,-0.02589660743134086,0.6332794830371568,0.060558231917280235,0.6745108421392818,1.5480613893376414,409.0,4090.0,352.4,0.08616136919315402,0.7017114914425427,0.06115413674624585,0.6730796942777517,1.5544987775061128
Over 2.5,0.0,0.625,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,629.0,6290.0,-148.1999999999999,-0.023561208267090603,0.6327503974562798,0.06164544204532435,0.6741258085246808,1.5530365659777428,413.0,4130.0,312.40000000000003,0.07564164648910413,0.6949152542372882,0.06178144777001874,0.6728116602748637,1.5573365617433415
Over 2.5,0.0,0.625,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,630.0,6300.0,-139.09999999999988,-0.02207936507936506,0.6333333333333333,0.061758137987140464,0.674076244218524,1.5536031746031747,413.0,4130.0,312.40000000000003,0.07564164648910413,0.6949152542372882,0.06178144777001874,0.6728116602748637,1.5573365617433415
Over 2.5,0.0,0.625,2.2,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,630.0,6300.0,-139.09999999999988,-0.02207936507936506,0.6333333333333333,0.061758137987140464,0.674076244218524,1.5536031746031747,413.0,4130.0,312.40000000000003,0.07564164648910413,0.6949152542372882,0.06178144777001874,0.6728116602748637,1.5573365617433415
Over 2.5,0.0,0.625,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,630.0,6300.0,-139.09999999999988,-0.02207936507936506,0.6333333333333333,0.061758137987140464,0.674076244218524,1.5536031746031747,413.0,4130.0,312.40000000000003,0.07564164648910413,0.6949152542372882,0.06178144777001874,0.6728116602748637,1.5573365617433415
Over 2.5,0.0,0.65,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,321.0,3210.0,-44.89999999999996,-0.013987538940809957,0.6728971962616822,0.052141690990820076,0.698187667837269,1.468317757009346,195.0,1950.0,146.00000000000003,0.07487179487179489,0.7333333333333333,0.053135596309783935,0.6998876740214718,1.467846153846154
Over 2.5,0.0,0.65,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,387.0,3870.0,-192.89999999999995,-0.049844961240310064,0.6382428940568475,0.060723652426631594,0.6937684012328699,1.5008268733850127,244.0,2440.0,249.10000000000002,0.10209016393442624,0.7336065573770492,0.06322220429516813,0.6949144316942675,1.5052049180327869
Over 2.5,0.0,0.65,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,422.0,4220.0,-127.29999999999997,-0.030165876777251178,0.6421800947867299,0.06596789656667226,0.6918484801465984,1.5199763033175357,262.0,2620.0,225.20000000000005,0.08595419847328246,0.7175572519083969,0.06754705579202332,0.6933317748134642,1.5210687022900764
Over 2.5,0.0,0.65,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,427.0,4270.0,-158.59999999999997,-0.03714285714285714,0.6370023419203747,0.06690128557646755,0.6915733188405654,1.5238875878220142,264.0,2640.0,205.20000000000005,0.07772727272727274,0.7121212121212122,0.0680631296992364,0.6930911973322671,1.523409090909091
Over 2.5,0.0,0.65,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,427.0,4270.0,-158.59999999999997,-0.03714285714285714,0.6370023419203747,0.06690128557646755,0.6915733188405654,1.5238875878220142,264.0,2640.0,205.20000000000005,0.07772727272727274,0.7121212121212122,0.0680631296992364,0.6930911973322671,1.523409090909091
Over 2.5,0.0,0.65,2.2,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,427.0,4270.0,-158.59999999999997,-0.03714285714285714,0.6370023419203747,0.06690128557646755,0.6915733188405654,1.5238875878220142,264.0,2640.0,205.20000000000005,0.07772727272727274,0.7121212121212122,0.0680631296992364,0.6930911973322671,1.523409090909091
Over 2.5,0.0,0.65,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,427.0,4270.0,-158.59999999999997,-0.03714285714285714,0.6370023419203747,0.06690128557646755,0.6915733188405654,1.5238875878220142,264.0,2640.0,205.20000000000005,0.07772727272727274,0.7121212121212122,0.0680631296992364,0.6930911973322671,1.523409090909091
Over 2.5,0.0,0.675,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,215.0,2150.0,13.30000000000004,0.0061860465116279255,0.6976744186046512,0.059234867674954145,0.7164334178005001,1.4444186046511627,134.0,1340.0,175.60000000000002,0.131044776119403,0.7835820895522388,0.05920739933307042,0.716814415936402,1.4445522388059702
Over 2.5,0.0,0.675,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,239.0,2390.0,-12.299999999999997,-0.00514644351464435,0.6820083682008368,0.06561519585940875,0.7140067904058844,1.4659832635983263,154.0,1540.0,237.70000000000005,0.15435064935064938,0.7857142857142857,0.06650510987976589,0.7135137409215749,1.4702597402597402
Over 2.5,0.0,0.675,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,248.0,2480.0,36.10000000000004,0.01455645161290324,0.6895161290322581,0.06870944625757504,0.7134305450117756,1.4755645161290323,161.0,1610.0,219.60000000000002,0.13639751552795032,0.7701863354037267,0.06974740999940364,0.7124497588897437,1.481552795031056
Over 2.5,0.0,0.675,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,250.0,2500.0,16.10000000000001,0.006440000000000003,0.684,0.06941631205461209,0.7131550638335791,1.4786,161.0,1610.0,219.60000000000002,0.13639751552795032,0.7701863354037267,0.06974740999940364,0.7124497588897437,1.481552795031056
Over 2.5,0.0,0.675,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,250.0,2500.0,16.10000000000001,0.006440000000000003,0.684,0.06941631205461209,0.7131550638335791,1.4786,161.0,1610.0,219.60000000000002,0.13639751552795032,0.7701863354037267,0.06974740999940364,0.7124497588897437,1.481552795031056
