Market,EdgeThreshold,MinModelProb,MaxOdd,HasMaxOdd,TuneStart,TuneEnd,EvalStart,EvalEnd,Qualified,TuneBets,TuneTotalStaked,TuneTotalProfit,TuneROI,TuneHitRate,TuneAvgEdge,TuneAvgModelProb,TuneAvgOdd,EvalBets,EvalTotalStaked,EvalTotalProfit,EvalROI,EvalHitRate,EvalAvgEdge,EvalAvgModelProb,EvalAvgOdd
Over 2.5,0.125,0.575,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,13.0,130.0,-48.199999999999996,-0.37076923076923074,0.38461538461538464,0.14046425240242116,0.7078711801564219,1.663076923076923,8.0,80.0,1.6000000000000014,0.020000000000000018,0.625,0.13294410057939682,0.7058832313520649,1.6475
Over 2.5,0.125,0.575,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,25.0,250.0,-12.499999999999996,-0.04999999999999999,0.56,0.1424436487293654,0.7001115625037291,1.6951999999999998,18.0,180.0,-11.7,-0.065,0.5555555555555556,0.13564005655728714,0.6929169048518372,1.6983333333333333
Over 2.5,0.125,0.575,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,31.0,310.0,-34.8,-0.11225806451612902,0.5161290322580645,0.14253946888164842,0.6931159298565082,1.7274193548387096,20.0,200.0,-31.700000000000003,-0.1585,0.5,0.1356429320559734,0.689782769096198,1.7114999999999998
Over 2.5,0.125,0.575,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,33.0,330.0,-35.69999999999999,-0.10818181818181814,0.5151515151515151,0.1420876238283536,0.6893131287103835,1.7406060606060607,20.0,200.0,-31.700000000000003,-0.1585,0.5,0.1356429320559734,0.689782769096198,1.7114999999999998
Over 2.5,0.125,0.575,2.2,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,39.0,390.0,-32.89999999999999,-0.08435897435897434,0.5128205128205128,0.1423413500820991,0.6753849643805516,1.7933333333333332,22.0,220.0,-31.400000000000006,-0.14272727272727276,0.5,0.1354670131051531,0.681311882786541,1.7436363636363637
Over 2.5,0.125,0.575,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,39.0,390.0,-32.89999999999999,-0.08435897435897434,0.5128205128205128,0.1423413500820991,0.6753849643805516,1.7933333333333332,22.0,220.0,-31.400000000000006,-0.14272727272727276,0.5,0.1354670131051531,0.681311882786541,1.7436363636363637
Over 2.5,0.125,0.6,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,2.0,20.0,11.400000000000002,0.5700000000000001,1.0,0.14675094728118382,0.7477616680251775,1.57,2.0,20.0,11.400000000000002,0.5700000000000001,1.0,0.1306349735880653,0.7301247695064326,1.57
Over 2.5,0.125,0.6,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,13.0,130.0,-48.199999999999996,-0.37076923076923074,0.38461538461538464,0.14046425240242116,0.7078711801564219,1.663076923076923,8.0,80.0,1.6000000000000014,0.020000000000000018,0.625,0.13294410057939682,0.7058832313520649,1.6475
Over 2.5,0.125,0.6,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,25.0,250.0,-12.499999999999996,-0.04999999999999999,0.56,0.1424436487293654,0.7001115625037291,1.6951999999999998,18.0,180.0,-11.7,-0.065,0.5555555555555556,0.13564005655728714,0.6929169048518372,1.6983333333333333
Over 2.5,0.125,0.6,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,31.0,310.0,-34.8,-0.11225806451612902,0.5161290322580645,0.14253946888164842,0.6931159298565082,1.7274193548387096,20.0,200.0,-31.700000000000003,-0.1585,0.5,0.1356429320559734,0.689782769096198,1.7114999999999998
Over 2.5,0.125,0.6,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,33.0,330.0,-35.69999999999999,-0.10818181818181814,0.5151515151515151,0.1420876238283536,0.6893131287103835,1.7406060606060607,20.0,200.0,-31.700000000000003,-0.1585,0.5,0.1356429320559734,0.689782769096198,1.7114999999999998
Over 2.5,0.125,0.6,2.2,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,36.0,360.0,-23.899999999999995,-0.06638888888888887,0.5277777777777778,0.1430812471550652,0.6825369315833681,1.7686111111111111,21.0,210.0,-21.400000000000006,-0.10190476190476193,0.5238095238095238,0.13518318400540683,0.6855112794841305,1.7266666666666666
Over 2.5,0.125,0.6,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,36.0,360.0,-23.899999999999995,-0.06638888888888887,0.5277777777777778,0.1430812471550652,0.6825369315833681,1.7686111111111111,21.0,210.0,-21.400000000000006,-0.10190476190476193,0.5238095238095238,0.13518318400540683,0.6855112794841305,1.7266666666666666
Over 2.5,0.125,0.625,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,2.0,20.0,11.400000000000002,0.5700000000000001,1.0,0.14675094728118382,0.7477616680251775,1.57,2.0,20.0,11.400000000000002,0.5700000000000001,1.0,0.1306349735880653,0.7301247695064326,1.57
Over 2.5,0.125,0.625,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,13.0,130.0,-48.199999999999996,-0.37076923076923074,0.38461538461538464,0.14046425240242116,0.7078711801564219,1.663076923076923,8.0,80.0,1.6000000000000014,0.020000000000000018,0.625,0.13294410057939682,0.7058832313520649,1.6475
Over 2.5,0.125,0.625,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,25.0,250.0,-12.499999999999996,-0.04999999999999999,0.56,0.1424436487293654,0.7001115625037291,1.6951999999999998,18.0,180.0,-11.7,-0.065,0.5555555555555556,0.13564005655728714,0.6929169048518372,1.6983333333333333
Over 2.5,0.125,0.625,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,31.0,310.0,-34.8,-0.11225806451612902,0.5161290322580645,0.14253946888164842,0.6931159298565082,1.7274193548387096,20.0,200.0,-31.700000000000003,-0.1585,0.5,0.1356429320559734,0.689782769096198,1.7114999999999998
Over 2.5,0.125,0.625,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,32.0,320.0,-25.69999999999999,-0.08031249999999997,0.53125,0.14223023189751785,0.6915466912874262,1.733125,20.0,200.0,-31.700000000000003,-0.1585,0.5,0.1356429320559734,0.689782769096198,1.7114999999999998
Over 2.5,0.125,0.625,2.2,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,32.0,320.0,-25.69999999999999,-0.08031249999999997,0.53125,0.14223023189751785,0.6915466912874262,1.733125,20.0,200.0,-31.700000000000003,-0.1585,0.5,0.1356429320559734,0.689782769096198,1.7114999999999998
Over 2.5,0.125,0.625,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,32.0,320.0,-25.69999999999999,-0.08031249999999997,0.53125,0.14223023189751785,0.6915466912874262,1.733125,20.0,200.0,-31.700000000000003,-0.1585,0.5,0.1356429320559734,0.689782769096198,1.7114999999999998
Over 2.5,0.125,0.65,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,2.0,20.0,11.400000000000002,0.5700000000000001,1.0,0.14675094728118382,0.7477616680251775,1.57,2.0,20.0,11.400000000000002,0.5700000000000001,1.0,0.1306349735880653,0.7301247695064326,1.57
Over 2.5,0.125,0.65,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,13.0,130.0,-48.199999999999996,-0.37076923076923074,0.38461538461538464,0.14046425240242116,0.7078711801564219,1.663076923076923,8.0,80.0,1.6000000000000014,0.020000000000000018,0.625,0.13294410057939682,0.7058832313520649,1.6475
Over 2.5,0.125,0.65,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,25.0,250.0,-12.499999999999996,-0.04999999999999999,0.56,0.1424436487293654,0.7001115625037291,1.6951999999999998,18.0,180.0,-11.7,-0.065,0.5555555555555556,0.13564005655728714,0.6929169048518372,1.6983333333333333
Over 2.5,0.125,0.65,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,30.0,300.0,-43.80000000000001,-0.14600000000000005,0.5,0.1429829269416694,0.694817919521674,1.7216666666666665,20.0,200.0,-31.700000000000003,-0.1585,0.5,0.1356429320559734,0.689782769096198,1.7114999999999998
Over 2.5,0.125,0.65,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,30.0,300.0,-43.80000000000001,-0.14600000000000005,0.5,0.1429829269416694,0.694817919521674,1.7216666666666665,20.0,200.0,-31.700000000000003,-0.1585,0.5,0.1356429320559734,0.689782769096198,1.7114999999999998
Over 2.5,0.125,0.65,2.2,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,30.0,300.0,-43.80000000000001,-0.14600000000000005,0.5,0.1429829269416694,0.694817919521674,1.7216666666666665,20.0,200.0,-31.700000000000003,-0.1585,0.5,0.1356429320559734,0.689782769096198,1.7114999999999998
Over 2.5,0.125,0.65,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,30.0,300.0,-43.80000000000001,-0.14600000000000005,0.5,0.1429829269416694,0.694817919521674,1.7216666666666665,20.0,200.0,-31.700000000000003,-0.1585,0.5,0.1356429320559734,0.689782769096198,1.7114999999999998
Over 2.5,0.125,0.675,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,2.0,20.0,11.400000000000002,0.5700000000000001,1.0,0.14675094728118382,0.7477616680251775,1.57,2.0,20.0,11.400000000000002,0.5700000000000001,1.0,0.1306349735880653,0.7301247695064326,1.57
Over 2.5,0.125,0.675,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,13.0,130.0,-48.199999999999996,-0.37076923076923074,0.38461538461538464,0.14046425240242116,0.7078711801564219,1.663076923076923,8.0,80.0,1.6000000000000014,0.020000000000000018,0.625,0.13294410057939682,0.7058832313520649,1.6475
Over 2.5,0.125,0.675,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,22.0,220.0,0.20000000000000284,0.000909090909090922,0.5909090909090909,0.14472482466869974,0.7038853453612479,1.6904545454545454,15.0,150.0,-16.5,-0.11,0.5333333333333333,0.1367399262036809,0.6980240620095147,1.686
Over 2.5,0.125,0.675,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,24.0,240.0,-19.799999999999997,-0.08249999999999999,0.5416666666666666,0.14575339518690855,0.701811183059245,1.7041666666666666,15.0,150.0,-16.5,-0.11,0.5333333333333333,0.1367399262036809,0.6980240620095147,1.686
Over 2.5,0.125,0.675,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,24.0,240.0,-19.799999999999997,-0.08249999999999999,0.5416666666666666,0.14575339518690855,0.701811183059245,1.7041666666666666,15.0,150.0,-16.5,-0.11,0.5333333333333333,0.1367399262036809,0.6980240620095147,1.686
Over 2.5,0.125,0.675,2.2,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,24.0,240.0,-19.799999999999997,-0.08249999999999999,0.5416666666666666,0.14575339518690855,0.701811183059245,1.7041666666666666,15.0,150.0,-16.5,-0.11,0.5333333333333333,0.1367399262036809,0.6980240620095147,1.686
Over 2.5,0.125,0.675,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,24.0,240.0,-19.799999999999997,-0.08249999999999999,0.5416666666666666,0.14575339518690855,0.701811183059245,1.7041666666666666,15.0,150.0,-16.5,-0.11,0.5333333333333333,0.1367399262036809,0.6980240620095147,1.686
Over 2.5,0.125,0.7,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,2.0,20.0,11.400000000000002,0.5700000000000001,1.0,0.14675094728118382,0.7477616680251775,1.57,2.0,20.0,11.400000000000002,0.5700000000000001,1.0,0.1306349735880653,0.7301247695064326,1.57
Over 2.5,0.125,0.7,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,9.0,90.0,-25.2,-0.27999999999999997,0.4444444444444444,0.143638238500516,0.7176119879463534,1.6466666666666665,4.0,40.0,7.900000000000001,0.19750000000000004,0.75,0.1315869650477141,0.7208726793334284,1.6025
Over 2.5,0.125,0.7,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,13.0,130.0,-13.3,-0.10230769230769231,0.5384615384615384,0.1493712999392132,0.7152639245338831,1.6723076923076918,4.0,40.0,7.900000000000001,0.19750000000000004,0.75,0.1315869650477141,0.7208726793334284,1.6025
Over 2.5,0.125,0.7,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,13.0,130.0,-13.3,-0.10230769230769231,0.5384615384615384,0.1493712999392132,0.7152639245338831,1.6723076923076918,4.0,40.0,7.900000000000001,0.19750000000000004,0.75,0.1315869650477141,0.7208726793334284,1.6025
Over 2.5,0.125,0.7,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,13.0,130.0,-13.3,-0.10230769230769231,0.5384615384615384,0.1493712999392132,0.7152639245338831,1.6723076923076918,4.0,40.0,7.900000000000001,0.19750000000000004,0.75,0.1315869650477141,0.7208726793334284,1.6025
Over 2.5,0.125,0.7,2.2,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,13.0,130.0,-13.3,-0.10230769230769231,0.5384615384615384,0.1493712999392132,0.7152639245338831,1.6723076923076918,4.0,40.0,7.900000000000001,0.19750000000000004,0.75,0.1315869650477141,0.7208726793334284,1.6025
Over 2.5,0.125,0.7,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,False,13.0,130.0,-13.3,-0.10230769230769231,0.5384615384615384,0.1493712999392132,0.7152639245338831,1.6723076923076918,4.0,40.0,7.900000000000001,0.19750000000000004,0.75,0.1315869650477141,0.7208726793334284,1.6025
Under 2.5,0.0,0.5,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,231.0,2310.0,-147.89999999999992,-0.06402597402597399,0.6147186147186147,0.020664810867307676,0.6388829283167182,1.5257575757575756,115.0,1150.0,-39.099999999999966,-0.03399999999999997,0.6260869565217392,0.019555373947181313,0.6300913549426543,1.5451304347826087
Under 2.5,0.0,0.5,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,534.0,5340.0,-195.39999999999995,-0.03659176029962546,0.602996254681648,0.02061173839429228,0.6113878613402878,1.600692883895131,313.0,3130.0,-408.99999999999994,-0.13067092651757187,0.5399361022364217,0.018820432085734785,0.6036346196506256,1.6168370607028755
Under 2.5,0.0,0.5,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,783.0,7830.0,-240.09999999999997,-0.030664112388250314,0.5887611749680716,0.020217197813737577,0.5942316584969108,1.6520178799489147,509.0,5090.0,-463.59999999999997,-0.09108055009823182,0.5442043222003929,0.02006131614113644,0.5861702064190133,1.6747937131630648
Under 2.5,0.0,0.5,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,973.0,9730.0,-346.3,-0.03559095580678315,0.5724563206577595,0.02091301454366347,0.5829373866261224,1.694172661870504,606.0,6060.0,-388.29999999999995,-0.06407590759075907,0.5495049504950495,0.0207388170111475,0.5779458799311967,1.706122112211221
Under 2.5,0.0,0.5,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,1196.0,11960.0,-464.8999999999999,-0.03887123745819397,0.5560200668896321,0.024484022275429725,0.5730833042385469,1.742876254180602,802.0,8020.0,-300.5,-0.037468827930174566,0.5461346633416458,0.024837102416235487,0.5654294613860785,1.766271820448878
Under 2.5,0.0,0.5,2.2,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,1220.0,12200.0,-430.5999999999999,-0.03529508196721311,0.5557377049180328,0.025189596852903232,0.5719131634589305,1.7496885245901639,815.0,8150.0,-324.7,-0.03984049079754601,0.5435582822085889,0.025658866133889794,0.5647550840490393,1.7718159509202456
Under 2.5,0.0,0.5,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,1227.0,12270.0,-449.29999999999995,-0.03661776691116544,0.5541972290138549,0.02589143692846112,0.57163189338853,1.7541646291768538,817.0,8170.0,-321.2,-0.03931456548347613,0.543451652386781,0.025887356638926096,0.5646562479671816,1.773170134638923
Under 2.5,0.0,0.525,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,231.0,2310.0,-147.89999999999992,-0.06402597402597399,0.6147186147186147,0.020664810867307676,0.6388829283167182,1.5257575757575756,115.0,1150.0,-39.099999999999966,-0.03399999999999997,0.6260869565217392,0.019555373947181313,0.6300913549426543,1.5451304347826087
Under 2.5,0.0,0.525,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,534.0,5340.0,-195.39999999999995,-0.03659176029962546,0.602996254681648,0.02061173839429228,0.6113878613402878,1.600692883895131,313.0,3130.0,-408.99999999999994,-0.13067092651757187,0.5399361022364217,0.018820432085734785,0.6036346196506256,1.6168370607028755
Under 2.5,0.0,0.525,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,782.0,7820.0,-230.09999999999997,-0.029424552429667516,0.5895140664961637,0.0202420624105654,0.5943254581603338,1.6518414322250643,509.0,5090.0,-463.59999999999997,-0.09108055009823182,0.5442043222003929,0.02006131614113644,0.5861702064190133,1.6747937131630648
Under 2.5,0.0,0.525,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,915.0,9150.0,-254.39999999999998,-0.02780327868852459,0.580327868852459,0.021778645169468792,0.5871710334349303,1.682568306010929,568.0,5680.0,-401.4999999999999,-0.07068661971830983,0.5492957746478874,0.02156324626455929,0.5820456028608221,1.6946654929577465
Under 2.5,0.0,0.525,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,1022.0,10220.0,-189.09999999999997,-0.018502935420743636,0.576320939334638,0.025680136066343374,0.5832274482156201,1.711027397260274,649.0,6490.0,-297.9,-0.04590138674884437,0.5531587057010786,0.02592873220210041,0.577831833719079,1.7257473035439137
Under 2.5,0.0,0.525,2.2,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,1026.0,10260.0,-164.6,-0.01604288499025341,0.5769980506822612,0.025986474156900904,0.5830872973490142,1.7126900584795324,653.0,6530.0,-337.9,-0.051745788667687594,0.5497702909647779,0.026414129209863337,0.5777015820613485,1.7279632465543646
Under 2.5,0.0,0.525,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,1028.0,10280.0,-184.60000000000002,-0.017957198443579767,0.5758754863813229,0.026333201750599132,0.5830331505821619,1.714591439688716,654.0,6540.0,-324.40000000000003,-0.049602446483180435,0.5504587155963303,0.02658303182206527,0.5776399384216088,1.7289143730886851
Under 2.5,0.0,0.55,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,231.0,2310.0,-147.89999999999992,-0.06402597402597399,0.6147186147186147,0.020664810867307676,0.6388829283167182,1.5257575757575756,115.0,1150.0,-39.099999999999966,-0.03399999999999997,0.6260869565217392,0.019555373947181313,0.6300913549426543,1.5451304347826087
Under 2.5,0.0,0.55,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,534.0,5340.0,-195.39999999999995,-0.03659176029962546,0.602996254681648,0.02061173839429228,0.6113878613402878,1.600692883895131,313.0,3130.0,-408.99999999999994,-0.13067092651757187,0.5399361022364217,0.018820432085734785,0.6036346196506256,1.6168370607028755
Under 2.5,0.0,0.55,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,713.0,7130.0,-217.69999999999993,-0.03053295932678821,0.5932678821879382,0.021355274489402477,0.5994641545403228,1.639312762973352,448.0,4480.0,-368.29999999999995,-0.08220982142857142,0.5535714285714286,0.021536520736360445,0.5922267204498136,1.660401785714286
Under 2.5,0.0,0.55,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,756.0,7560.0,-125.3999999999999,-0.016587301587301574,0.5965608465608465,0.022953123426719204,0.5974068232736539,1.6519708994708993,467.0,4670.0,-314.9999999999999,-0.06745182012847964,0.5588865096359743,0.023015086340903664,0.5913173020368545,1.6688222698072808
Under 2.5,0.0,0.55,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,805.0,8050.0,-127.59999999999997,-0.01585093167701863,0.591304347826087,0.026069594035662082,0.5955160569479174,1.6700248447204968,494.0,4940.0,-331.9,-0.06718623481781376,0.5546558704453441,0.026195099626706013,0.5902998448886538,1.6838866396761136
Under 2.5,0.0,0.55,2.2,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,807.0,8070.0,-126.09999999999995,-0.01562577447335811,0.5910780669144982,0.02630949651587637,0.5954461415557426,1.6711524163568772,496.0,4960.0,-351.9,-0.07094758064516128,0.5524193548387096,0.026625189860247464,0.590238668399207,1.6856653225806455
Under 2.5,0.0,0.55,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,808.0,8080.0,-136.0999999999999,-0.01684405940594058,0.5903465346534653,0.026534300337408535,0.5954306772522254,1.6721782178217823,496.0,4960.0,-351.9,-0.07094758064516128,0.5524193548387096,0.026625189860247464,0.590238668399207,1.6856653225806455
Under 2.5,0.0,0.575,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,231.0,2310.0,-147.89999999999992,-0.06402597402597399,0.6147186147186147,0.020664810867307676,0.6388829283167182,1.5257575757575756,115.0,1150.0,-39.099999999999966,-0.03399999999999997,0.6260869565217392,0.019555373947181313,0.6300913549426543,1.5451304347826087
Under 2.5,0.0,0.575,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,479.0,4790.0,-199.49999999999994,-0.041649269311064704,0.6033402922755741,0.022256461134260153,0.6165035208029084,1.5915657620041754,273.0,2730.0,-363.29999999999995,-0.13307692307692306,0.5421245421245421,0.020588822296188584,0.6090210350095311,1.6072527472527471
Under 2.5,0.0,0.575,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,505.0,5050.0,-250.9999999999999,-0.04970297029702968,0.596039603960396,0.023455819887135257,0.6148788941977611,1.600019801980198,298.0,2980.0,-313.59999999999997,-0.10523489932885904,0.5536912751677853,0.02283813667795602,0.6071358802381179,1.6198993288590604
Under 2.5,0.0,0.575,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,514.0,5140.0,-210.09999999999997,-0.04087548638132295,0.5992217898832685,0.024291087998464387,0.6143386137075966,1.6046498054474707,303.0,3030.0,-289.29999999999995,-0.09547854785478546,0.5577557755775577,0.023811566140398577,0.6069549015385297,1.6237953795379536
Under 2.5,0.0,0.575,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,530.0,5300.0,-233.39999999999992,-0.04403773584905659,0.5943396226415094,0.026273507803843726,0.613417678125278,1.6149056603773586,315.0,3150.0,-292.79999999999995,-0.09295238095238094,0.5555555555555556,0.026538730942822965,0.6062026702392018,1.6359365079365078
Under 2.5,0.0,0.575,2.2,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,531.0,5310.0,-221.89999999999992,-0.04178907721280601,0.5951035781544256,0.026494685790053128,0.6133564241049858,1.6159133709981168,316.0,3160.0,-302.79999999999995,-0.09582278481012657,0.5537974683544303,0.026951157809635085,0.6061641756995985,1.6375632911392406
Under 2.5,0.0,0.575,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,532.0,5320.0,-231.89999999999992,-0.04359022556390976,0.5939849624060151,0.026835769057955036,0.6132992710226716,1.617575187969925,316.0,3160.0,-302.79999999999995,-0.09582278481012657,0.5537974683544303,0.026951157809635085,0.6061641756995985,1.6375632911392406
Under 2.5,0.0,0.6,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,223.0,2230.0,-131.69999999999996,-0.05905829596412554,0.6188340807174888,0.02118868322574465,0.6404418266958161,1.5233183856502241,109.0,1090.0,-27.099999999999966,-0.024862385321100886,0.6330275229357798,0.02033657516176737,0.6320170914555092,1.542110091743119
Under 2.5,0.0,0.6,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,301.0,3010.0,-188.19999999999996,-0.06252491694352158,0.6046511627906976,0.02627173364434665,0.6340579829761106,1.5550166112956811,155.0,1550.0,-41.69999999999995,-0.026903225806451582,0.6193548387096774,0.025490985731470527,0.626009638423382,1.574
Under 2.5,0.0,0.6,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,302.0,3020.0,-180.89999999999992,-0.0599006622516556,0.6059602649006622,0.026366114357715745,0.6339553988640853,1.5555960264900661,157.0,1570.0,-26.89999999999995,-0.017133757961783406,0.6242038216560509,0.02600572629366507,0.6257878703063209,1.5761146496815286
Under 2.5,0.0,0.6,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,302.0,3020.0,-180.89999999999992,-0.0599006622516556,0.6059602649006622,0.026366114357715745,0.6339553988640853,1.5555960264900661,158.0,1580.0,-18.599999999999945,-0.011772151898734142,0.6265822784810127,0.026435078797150274,0.6257496569347342,1.5777215189873417
Under 2.5,0.0,0.6,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,303.0,3030.0,-171.59999999999997,-0.05663366336633662,0.6072607260726073,0.0266743337684217,0.6339085381279056,1.5568316831683169,159.0,1590.0,-9.09999999999997,-0.005723270440251553,0.6289308176100629,0.02701528601185871,0.6256224901062072,1.5800628930817608
Under 2.5,0.0,0.6,2.2,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,303.0,3030.0,-171.59999999999997,-0.05663366336633662,0.6072607260726073,0.0266743337684217,0.6339085381279056,1.5568316831683169,159.0,1590.0,-9.09999999999997,-0.005723270440251553,0.6289308176100629,0.02701528601185871,0.6256224901062072,1.5800628930817608
Under 2.5,0.0,0.6,,False,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,303.0,3030.0,-171.59999999999997,-0.05663366336633662,0.6072607260726073,0.0266743337684217,0.6339085381279056,1.5568316831683169,159.0,1590.0,-9.09999999999997,-0.005723270440251553,0.6289308176100629,0.02701528601185871,0.6256224901062072,1.5800628930817608
Under 2.5,0.0,0.625,1.6,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,151.0,1510.0,-132.9,-0.08801324503311259,0.609271523178808,0.02456230778970124,0.6525523124814484,1.5027814569536424,62.0,620.0,-13.999999999999979,-0.022580645161290287,0.6451612903225806,0.023180372534784506,0.644915268881294,1.5175806451612903
Under 2.5,0.0,0.625,1.7,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,165.0,1650.0,-91.5,-0.05545454545454546,0.6242424242424243,0.02821742720634946,0.6515359944857141,1.515272727272727,66.0,660.0,-20.29999999999999,-0.030757575757575744,0.6363636363636364,0.026477949823915093,0.6448551191965733,1.5265151515151516
Under 2.5,0.0,0.625,1.8,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,165.0,1650.0,-91.5,-0.05545454545454546,0.6242424242424243,0.02821742720634946,0.6515359944857141,1.515272727272727,66.0,660.0,-20.29999999999999,-0.030757575757575744,0.6363636363636364,0.026477949823915093,0.6448551191965733,1.5265151515151516
Under 2.5,0.0,0.625,1.9,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,165.0,1650.0,-91.5,-0.05545454545454546,0.6242424242424243,0.02821742720634946,0.6515359944857141,1.515272727272727,66.0,660.0,-20.29999999999999,-0.030757575757575744,0.6363636363636364,0.026477949823915093,0.6448551191965733,1.5265151515151516
Under 2.5,0.0,0.625,2.0,True,2025-02-10,2025-12-15,2025-12-17,2026-05-14,True,165.0,1650.0,-91.5,-0.05545454545454546,0.6242424242424243,0.02821742720634946,0.6515359944857141,1.515272727272727,66.0,660.0,-20.29999999999999,-0.030757575757575744,0.6363636363636364,0.026477949823915093,0.6448551191965733,1.5265151515151516
